X,Y,Z
486550.8893082595,3473519.1972263646,32.047683967252965
486631.11487767927,3473578.8923018193,31.45104528967062
486711.34044709906,3473638.5873772744,30.854406612088273
486791.56601651886,3473698.282452729,30.257767934505928
486871.7915859387,3473757.9775281837,29.661129256923584
486952.0171553585,3473817.672603639,29.06449057934124
487032.2427247783,3473877.3676790935,28.46785190175889
487112.4682941981,3473937.062754548,27.871213224176547
486391.1730082745,3473399.191953835,33.490227698119966
486471.51801654906,3473458.72690767,32.97165539623993
486551.86302482366,3473518.261861505,32.4530830943599
486632.2080330982,3473577.79681534,31.934510792479866
486712.55304137274,3473637.331769175,31.41593849059983
486792.8980496473,3473696.86672301,30.897366188719797
486873.2430579219,3473756.401676845,30.378793886839766
486953.5880661964,3473815.9366306798,29.86022158495973
487033.93307447096,3473875.4715845147,29.341649283079697
487114.2780827455,3473935.0065383497,28.823076981199662
486392.49358582404,3473398.0266411565,33.424509430114654
486473.147171648,3473457.143282313,32.9535188602293
486553.800757472,3473516.2599234693,32.48252829034396
486634.454343296,3473575.3765646257,32.01153772045861
486715.10792911996,3473634.493205782,31.540547150573264
486795.76151494397,3473693.6098469384,31.069556580687916
486876.415100768,3473752.726488095,30.598566010802568
486957.068686592,3473811.8431292516,30.127575440917223
487037.72227241594,3473870.959770408,29.656584871031875
487118.37585823995,3473930.0764115644,29.18559430114653
486394.85485912254,3473395.9777233,33.48582395538979
486475.9887182451,3473454.4334466,33.01114791077958
486557.12257736764,3473512.8891699,32.536471866169364
486638.25643649016,3473571.3448932003,32.06179582155915
486719.39029561274,3473629.8006165004,31.58711977694894
486800.52415473526,3473688.2563398005,31.112443732338726
486881.6580138578,3473746.7120631007,30.63776768772851
486962.79187298036,3473805.1677864008,30.163091643118296
487043.9257321029,3473863.623509701,29.688415598508083
487125.0595912254,3473922.0792330005,29.21373955389787
486397.1824433432,3473394.0689604324,33.78004361148795
486478.6047866864,3473452.121920865,33.27428722297589
486560.02713002963,3473510.174881297,32.76853083446384
486641.44947337284,3473568.2278417298,32.26277444595179
486722.87181671604,3473626.2808021624,31.757018057439737
486804.29416005925,3473684.333762595,31.251261668927683
486885.71650340245,3473742.386723027,30.745505280415628
486967.1388467457,3473800.4396834597,30.239748891903574
487048.5611900889,3473858.4926438923,29.733992503391523
487129.9835334321,3473916.545604325,29.22823611487947
486398.5947255779,3473392.754339388,34.43317659174366
486480.4197511559,3473450.237678776,33.85795318348731
486562.2447767338,3473507.7210181644,33.28272977523097
486644.0698023118,3473565.2043575523,32.70750636697462
486725.8948278897,3473622.6876969403,32.13228295871828
486807.71985346766,3473680.171036328,31.557059550461933
486889.54487904557,3473737.6543757166,30.981836142205587
486971.3699046235,3473795.1377151045,30.406612733949242
487053.19493020145,3473852.6210544924,29.831389325692896
487135.01995577937,3473910.1043938803,29.256165917436554
486399.98429948284,3473391.544887876,33.62803077407497
486482.0753989657,3473448.648775752,33.18376154814994
486564.1664984485,3473505.752663628,32.73949232222491
486646.25759793137,3473562.856551504,32.29522309629988
486728.3486974142,3473619.96043938,31.85095387037485
486810.43979689706,3473677.064327256,31.406684644449818
486892.5308963799,3473734.168215132,30.962415418524788
486974.6219958628,3473791.272103008,30.518146192599758
487056.71309534565,3473848.375990884,30.073876966674728
487138.8041948285,3473905.47987876,29.629607740749698
486401.88686267455,3473389.584955595,32.883745434204265
486484.75092534913,3473445.56191119,32.526590868408526
486567.61498802376,3473501.538866785,32.16943630261279
486650.47905069834,3473557.51582238,31.81228173681705
486733.3431133729,3473613.492777975,31.45512717102131
486816.2071760475,3473669.46973357,31.09797260522557
486899.0712387221,3473725.4466891647,30.740818039429833
486981.9353013967,3473781.4236447597,30.383663473634094
487064.7993640713,3473837.4006003547,30.026508907838355
487147.66342674586,3473893.3775559496,29.669354342042617
486403.4255488316,3473388.143534489,32.19319457330898
486486.6942976632,3473443.5170689775,31.897989146617956
486569.9630464948,3473498.8906034664,31.602783719926933
486653.23179532646,3473554.264137955,31.307578293235913
486736.50054415804,3473609.637672444,31.01237286654489
486819.76929298963,3473665.0112069324,30.71716743985387
486903.0380418213,3473720.3847414213,30.421962013162847
486986.30679065286,3473775.75827591,30.126756586471828
487069.5755394845,3473831.131810399,29.831551159780805
487152.8442883161,3473886.5053448873,29.53634573308978
486404.98016127007,3473386.7461393573,31.802400548575072
486488.57112254016,3473441.632278715,31.551601097150147
486572.16208381025,3473496.5184180727,31.300801645725222
486655.75304508035,3473551.40455743,31.0500021943003
486739.34400635044,3473606.2906967876,30.799202742875377
486822.93496762053,3473661.176836145,30.54840329145045
486906.5259288906,3473716.0629755026,30.297603840025527
486990.1168901607,3473770.9491148605,30.046804388600602
487073.7078514308,3473825.835254218,29.796004937175677
487157.2988127009,3473880.7213935754,29.545205485750756
486407.0940940422,3473384.956297003,31.8489406801469
486490.9747880844,3473439.398594007,31.5930813602938
486574.8554821266,3473493.84089101,31.337222040440704
486658.7361761688,3473548.283188014,31.081362720587606
486742.616870211,3473602.725485017,30.825503400734508
486826.49756425316,3473657.1677820203,30.56964408088141
486910.3782582953,3473711.610079024,30.313784761028312
486994.2589523375,3473766.052376027,30.057925441175215
487078.1396463797,3473820.494673031,29.80206612132212
487162.0203404219,3473874.936970034,29.54620680146902
487079.9567,3474514.531,28.4357
487081.3111,3474506.096,28.3227
487082.7762,3474496.972,28.1665
487083.9618,3474489.588,28.0965
487085.1238,3474482.352,28.0773
487086.0899,3474476.335,28.2307
487086.8148,3474471.821,28.4151
487087.0867,3474470.127,28.7437
487087.4092,3474468.118,28.7437
487087.8949,3474465.094,27.6184
487088.2336,3474462.985,27.0235
487088.8339,3474459.246,25.841
487089.5062,3474455.059,24.4269
487089.7744,3474453.389,23.8031
487090.687,3474447.705,23.7033
487091.4406,3474443.012,23.4041
487092.4796,3474436.541,23.3668
487092.7965,3474434.568,23.5908
487093.0756,3474432.829,24.1732
487093.4808,3474430.306,23.3258
487093.8907,3474427.753,22.1853
487094.4221,3474424.444,21.3113
487094.7209,3474422.583,20.3978
487096.0294,3474414.434,20.3253
487096.6541,3474410.544,20.4956
487097.2288,3474406.964,20.2826
487097.9549,3474402.443,19.9557
487098.9511,3474396.238,19.9557
487100.5009,3474386.587,19.969
487101.1418,3474382.595,20.0285
487101.4,3474380.987,20.6005
487102.1426,3474376.362,20.6127
487102.6523,3474373.188,19.8395
487103.5021,3474367.896,19.7516
487104.207,3474363.506,19.6716
487104.8144,3474359.723,19.6716
487105.4243,3474355.925,19.5908
487105.9167,3474352.858,19.4753
487106.4327,3474349.645,19.6223
487106.6893,3474348.046,20.4269
487107.2967,3474344.264,20.1114
487107.7284,3474341.575,19.8866
487108.1597,3474338.889,19.4794
487108.6479,3474335.849,19.3459
487109.1015,3474333.024,19.1646
487109.7339,3474329.085,19.2867
487110.3238,3474325.412,19.3077
487110.9017,3474321.813,19.3077
487111.342,3474319.071,19.2496
487111.7765,3474316.365,19.4496
487112.2163,3474313.626,19.734
487112.7883,3474310.064,19.8068
487113.3877,3474306.331,19.859
487113.8351,3474303.544,19.9549
487114.5229,3474299.261,19.9757
487114.9169,3474296.807,20.0699
487115.276,3474294.571,19.9738
487115.6167,3474292.449,19.9072
487116.0381,3474289.825,19.9694
487116.4461,3474287.284,19.9232
487116.9246,3474284.304,19.9577
487117.5421,3474280.458,20.0396
487117.9147,3474278.137,19.9669
487118.2282,3474276.185,19.6899
487118.5674,3474274.073,19.7567
487118.9029,3474271.983,19.7234
487119.4208,3474268.758,19.5915
487119.7772,3474266.538,18.4332
487120.3782,3474262.795,18.2463
487120.9487,3474259.242,18.1624
487121.6798,3474254.69,18.3489
487122.3046,3474250.798,18.4332
487124.628,3474236.329,18.4332
487125.5595,3474230.527,18.2509
487126.2845,3474226.012,18.2117
487127.02,3474221.432,18.3881
487127.6682,3474217.395,18.4332
487128.0937,3474214.745,19.0998
487128.633,3474211.387,18.9537
487129.0788,3474208.61,18.7288
487129.8499,3474203.808,18.9461
487130.7685,3474198.087,19.271
487131.4658,3474193.744,19.3361
487131.9678,3474190.618,19.4375
487132.3475,3474188.254,19.1332
487133.1874,3474183.023,19.2295
487133.8002,3474179.206,19.5405
487134.3548,3474175.752,19.5103
487134.7291,3474173.421,19.2294
487135.125,3474170.956,19.2989
487135.5938,3474168.036,19.4932
487136.0336,3474165.297,19.4465
487136.6254,3474161.612,19.2095
487137.4568,3474156.434,19.2793
487138.3395,3474150.937,19.3919
487139.1037,3474146.178,19.4272
487140.1698,3474139.538,19.3779
487140.7727,3474135.783,19.9076
487141.5516,3474130.932,19.5054
487142.3474,3474125.977,19.597
487142.982,3474122.024,19.247
487143.3964,3474119.443,19.7419
487143.9229,3474116.165,19.4992
487144.383,3474113.299,19.6652
487145.1333,3474108.626,19.4925
487146.0962,3474102.63,19.5381
487147.1774,3474095.896,19.8774
487147.767,3474092.225,19.8504
487148.4463,3474087.994,19.7822
487148.8257,3474085.631,19.3509
487149.1738,3474083.463,19.5252
487150.0927,3474077.74,19.6844
487150.7019,3474073.947,19.6437
487151.0941,3474071.504,19.034
487151.962,3474066.099,19.221
487152.5673,3474062.33,19.3504
487152.9011,3474060.25,19.6091
487153.1959,3474058.415,19.3439
487153.5658,3474056.111,19.022
487154.2774,3474051.679,18.5419
487154.6411,3474049.414,18.4219
487155.1185,3474046.441,18.5512
487155.6913,3474042.874,19.022
487156.432,3474038.261,20.0267
487157.2156,3474033.381,20.0267
487157.4842,3474031.708,20.5543
487157.7596,3474029.993,20.1412
487157.9904,3474028.556,19.5158
487158.6737,3474024.3,19.716
487159.1911,3474021.078,20.5604
487159.63,3474018.345,21.4149
487160.1343,3474015.204,22.4424
487160.5864,3474012.388,23.2346
487161.0178,3474009.702,24.0434
487161.4215,3474007.187,24.0823
487162.3807,3474001.214,24.0651
487163.0742,3473996.895,23.9591
487163.6953,3473993.027,24.0473
487164.305,3473989.23,24.2614
487164.9494,3473985.216,24.4332
487165.5383,3473981.549,24.4866
487165.9469,3473979.004,26.2716
487166.2551,3473977.085,27.4712
487166.7665,3473973.9,28.4843
487167.9667,3473966.425,28.896
487169.8999,3473954.386,28.9514
487171.2514,3473945.969,28.9719
487172.7538,3473936.613,28.9909
487173.8395,3473929.851,29.44
487176.5615,3473912.899,29.5448
487178.1025,3473903.302,29.4468
487179.3983,3473895.232,29.4789
487180.7094,3473887.067,29.4892
487179.9497947416,3474515.7059968556,28.41604322664682
487279.9428894832,3474516.8809937118,28.39638645329364
487379.9359842247,3474518.0559905674,28.37672967994046
487479.9290789663,3474519.230987423,28.35707290658728
487579.9221737079,3474520.4059842792,28.3374161332341
487679.9152684495,3474521.580981135,28.317759359880917
487779.9083631911,3474522.7559779906,28.298102586527737
487879.90145793266,3474523.9309748467,28.278445813174557
487979.89455267426,3474525.1059717024,28.258789039821377
488079.88764741586,3474526.280968558,28.239132266468197
487181.3010457434,3474507.513987496,28.314845716171334
487281.2909914868,3474508.931974992,28.306991432342667
487381.2809372302,3474510.3499624887,28.299137148514003
487481.2708829736,3474511.767949985,28.291282864685336
487581.2608287171,3474513.185937481,28.28342858085667
487681.2507744605,3474514.603924977,28.275574297028
487781.2407202039,3474516.0219124733,28.267720013199337
487881.2306659473,3474517.43989997,28.25986572937067
487981.2206116907,3474518.857887466,28.252011445542003
488081.2105574341,3474520.275874962,28.244157161713336
487182.763051371,3474498.5935585005,28.176547657656002
487282.7499027419,3474500.2151170005,28.186595315312005
487382.7367541129,3474501.836675501,28.196642972968004
487482.72360548377,3474503.458234001,28.206690630624006
487582.7104568547,3474505.0797925014,28.21673828828001
487682.6973082257,3474506.7013510014,28.22678594593601
487782.6841595966,3474508.322909502,28.23683360359201
487882.6710109676,3474509.944468002,28.246881261248014
487982.6578623385,3474511.5660265023,28.256928918904016
488082.6447137094,3474513.1875850023,28.26697657656002
487183.9498296143,3474491.135095641,28.117210390830877
487283.93785922864,3474492.682191282,28.137920781661755
487383.925888843,3474494.2292869235,28.158631172492633
487483.91391845734,3474495.7763825646,28.17934156332351
487583.90194807167,3474497.3234782056,28.20005195415439
487683.889977686,3474498.8705738466,28.220762344985268
487783.8780073003,3474500.417669488,28.241472735816146
487883.86603691464,3474501.964765129,28.262183126647024
487983.854066529,3474503.51186077,28.282893517477902
488083.84209614334,3474505.058956411,28.30360390830878
487185.1072880401,3474484.169074988,28.096216201432195
487285.0907760802,3474485.986149976,28.11513240286439
487385.0742641203,3474487.803224964,28.13404860429658
487485.0577521604,3474489.620299952,28.152964805728775
487585.0412402005,3474491.43737494,28.17188100716097
487685.0247282406,3474493.254449928,28.190797208593164
487785.0082162807,3474495.071524916,28.20971341002536
487884.9917043208,3474496.8885999043,28.228629611457553
487984.97519236093,3474498.7056748923,28.247545812889744
488084.95868040103,3474500.5227498803,28.266462014321938
487186.0695156205,3474478.3540227655,28.23343172885999
487286.04913124087,3474480.3730455316,28.236163457719986
487386.0287468613,3474482.392068297,28.238895186579978
487486.0083624817,3474484.4110910627,28.241626915439973
487585.9879781022,3474486.4301138287,28.244358644299965
487685.9675937226,3474488.4491365943,28.24709037315996
487785.947209343,3474490.46815936,28.24982210201995
487885.9268249635,3474492.487182126,28.252553830879947
487985.9064405839,3474494.5062048915,28.25528555973994
488085.8860562043,3474496.525227657,28.25801728859993
487186.79722242255,3474473.6957905614,28.395946218984236
487286.7796448451,3474475.5705811232,28.37679243796847
487386.7620672677,3474477.4453716846,28.357638656952705
487486.74448969023,3474479.320162246,28.338484875936942
487586.7269121128,3474481.1949528074,28.31933109492118
487686.70933453535,3474483.0697433692,28.30017731390541
487786.6917569579,3474484.9445339306,28.281023532889648
487886.67417938047,3474486.819324492,28.261869751873885
487986.656601803,3474488.6941150534,28.242715970858118
488086.6390242256,3474490.5689056152,28.223562189842355
487187.07712682657,3474471.5096331052,28.690139422408183
487287.06755365315,3474472.8922662106,28.636578844816363
487387.05798047973,3474474.274899316,28.583018267224546
487487.0484073063,3474475.6575324214,28.52945768963273
487587.03883413284,3474477.0401655263,28.47589711204091
487687.0292609594,3474478.4227986317,28.42233653444909
487787.019687786,3474479.805431737,28.368775956857274
487887.0101146126,3474481.1880648425,28.315215379265457
487987.00054143916,3474482.570697948,28.261654801673636
488086.99096826575,3474483.9533310533,28.20809422408182
487187.40457009396,3474469.0787051343,28.688878326908416
487287.3999401879,3474470.0394102694,28.63405665381683
487387.3953102819,3474471.000115404,28.57923498072525
487487.39068037586,3474471.9608205385,28.524413307633665
487587.3860504698,3474472.9215256735,28.46959163454208
487687.3814205638,3474473.882230808,28.414769961450496
487787.3767906577,3474474.8429359426,28.35994828835891
487887.37216075166,3474475.8036410776,28.305126615267326
487987.36753084563,3474476.764346212,28.250304942175745
488087.3629009396,3474477.7250513467,28.19548326908416
487187.89269330335,3474465.755956233,27.674510635147858
487287.89048660675,3474466.417912466,27.730621270295714
487387.8882799101,3474467.079868699,27.78673190544357
487487.8860732135,3474467.741824932,27.842842540591427
487587.8838665168,3474468.403781165,27.898953175739287
487687.8816598202,3474469.065737398,27.955063810887143
487787.87945312355,3474469.727693631,28.011174446035
487887.87724642694,3474470.389649864,28.067285081182856
487987.8750397303,3474471.051606097,28.123395716330712
488087.8728330337,3474471.7135623298,28.17950635147857
487188.23248916,3474463.4429549384,27.13505287427814
487288.23137831996,3474463.900909877,27.246605748556288
487388.2302674799,3474464.3588648154,27.35815862283443
487488.2291566399,3474464.816819754,27.469711497112577
487588.2280457999,3474465.2747746925,27.58126437139072
487688.2269349599,3474465.732729631,27.692817245668866
487788.2258241199,3474466.1906845695,27.80437011994701
487888.22471327987,3474466.648639508,27.915922994225156
487988.2236024398,3474467.1065944466,28.0274758685033
488088.2224915998,3474467.564549385,28.139028742781445
487188.83084254846,3474460.020622314,25.94796370014426
487288.82778509695,3474460.795244628,26.054927400288523
487388.8247276454,3474461.5698669422,26.161891100432783
487488.8216701938,3474462.3444892564,26.268854800577042
487588.81861274224,3474463.1191115705,26.375818500721305
487688.8155552907,3474463.8937338847,26.482782200865564
487788.81249783916,3474464.668356199,26.589745901009827
487888.8094403876,3474465.442978513,26.696709601154087
487988.806382936,3474466.217600827,26.803673301298346
488088.8033254845,3474466.9922231412,26.91063700144261
487189.5002617592,3474456.136265581,24.591556505619675
487289.4943235184,3474457.213531162,24.756213011239353
487389.4883852776,3474458.2907967432,24.920869516859028
487489.48244703683,3474459.368062325,25.085526022478707
487589.476508796,3474460.445327906,25.25018252809838
487689.4705705552,3474461.522593487,25.414839033718057
487789.4646323144,3474462.599859068,25.579495539337735
487889.4586940736,3474463.6771246493,25.74415204495741
487989.4527558328,3474464.7543902304,25.908808550577085
488089.446817592,3474465.8316558115,26.073465056196763
487189.76862415415,3474454.4571126173,23.92256229191769
487289.76284830837,3474455.5252252347,24.042024583835378
487389.7570724625,3474456.593337852,24.16148687575307
487489.75129661674,3474457.66145047,24.28094916767076
487589.7455207709,3474458.729563087,24.400411459588447
487689.7397449251,3474459.7976757046,24.519873751506136
487789.7339690793,3474460.865788322,24.639336043423828
487889.7281932335,3474461.9339009393,24.758798335341517
487989.72241738765,3474463.0020135567,24.878260627259206
488089.71664154186,3474464.0701261745,24.997722919176894
487190.67617312015,3474449.175661622,23.752423698342927
487290.66534624033,3474450.6463232436,23.80154739668585
487390.6545193605,3474452.1169848656,23.85067109502878
487490.6436924807,3474453.587646487,23.899794793371708
487590.63286560087,3474455.058308109,23.948918491714632
487690.62203872105,3474456.5289697307,23.99804219005756
487790.6112118412,3474457.9996313527,24.04716588840049
487890.6003849614,3474459.4702929743,24.096289586743413
487990.5895580816,3474460.9409545963,24.14541328508634
488090.5787312017,3474462.411616218,24.19453698342927
487191.4241530762,3474444.825591478,23.403647266467814
487291.4077061524,3474446.6391829555,23.40319453293563
487391.39125922864,3474448.4527744334,23.402741799403444
487491.3748123049,3474450.266365911,23.40228906587126
487591.35836538114,3474452.079957389,23.401836332339073
487691.34191845736,3474453.8935488663,23.401383598806888
487791.3254715336,3474455.707140344,23.400930865274702
487891.3090246098,3474457.5207318217,23.400478131742513
487991.292577686,3474459.3343232996,23.400025398210328
488091.27613076224,3474461.147914777,23.399572664678143
487192.4528471707,3474438.852705544,23.290199514220184
487292.4260943413,3474441.1644110875,23.213599028440363
487392.399341512,3474443.4761166307,23.136998542660546
487492.3725886826,3474445.7878221744,23.060398056880725
487592.3458358533,3474448.099527718,22.983797571100908
487692.319083024,3474450.4112332617,22.907197085321087
487792.2923301946,3474452.7229388054,22.83059659954127
487892.2655773653,3474455.0346443485,22.75399611376145
487992.2388245359,3474457.346349892,22.67739562798163
488092.2120717066,3474459.658055436,22.60079514220181
487192.7682620981,3474436.943512784,23.529791661808822
487292.74002419616,3474439.319025568,23.468783323617643
487392.71178629424,3474441.694538352,23.407774985426467
487492.6835483923,3474444.070051136,23.346766647235288
487592.6553104904,3474446.4455639203,23.28575830904411
487692.6270725885,3474448.821076704,23.22474997085293
487792.59883468656,3474451.196589488,23.16374163266175
487892.57059678464,3474453.572102272,23.102733294470575
487992.5423588827,3474455.9476150563,23.041724956279396
488092.5141209808,3474458.32312784,22.980716618088216
487193.04716291756,3474435.210753362,24.055476852429717
487293.01872583514,3474437.5925067244,23.937753704859436
487392.9902887527,3474439.9742600867,23.82003055728915
487492.9618516703,3474442.356013449,23.702307409718866
487592.93341458787,3474444.737766811,23.584584262148585
487692.9049775054,3474447.1195201734,23.4668611145783
487792.87654042296,3474449.5012735357,23.349137967008016
487892.84810334054,3474451.883026898,23.231414819437735
487992.8196662581,3474454.26478026,23.11369167186745
488092.7912291757,3474456.6465336224,22.995968524297165
487193.4500605262,3474432.784045637,23.246808415212467
487293.4193210524,3474435.262091274,23.16781683042493
487393.38858157856,3474437.740136911,23.088825245637395
487493.35784210474,3474440.218182548,23.009833660849857
487593.32710263086,3474442.696228185,22.930842076062323
487693.29636315705,3474445.1742738225,22.851850491274785
487793.2656236832,3474447.6523194592,22.77285890648725
487893.2348842094,3474450.1303650965,22.693867321699713
487993.2041447356,3474452.6084107338,22.61487573691218
488093.17340526177,3474455.0864563705,22.53588415212464
487193.85853679146,3474430.288762826,22.146388340961128
487293.826373583,3474432.8245256525,22.107476681922254
487393.7942103745,3474435.3602884784,22.068565022883384
487493.762047166,3474437.8960513044,22.02965336384451
487593.7298839575,3474440.431814131,21.990741704805636
487693.697720749,3474442.967576957,21.951830045766762
487793.6655575405,3474445.503339783,21.91291838672789
487893.633394332,3474448.0391026093,21.874006727689014
487993.6012311235,3474450.5748654353,21.835095068650144
488093.569067915,3474453.110628261,21.79618340961127
487194.3855009352,3474427.1491447785,21.28550854748884
487294.3489018704,3474429.854289557,21.259717094977677
487394.3123028056,3474432.559434335,21.23392564246652
487494.2757037408,3474435.264579113,21.20813418995536
487594.23910467594,3474437.9697238915,21.1823427374442
487694.2025056112,3474440.67486867,21.156551284933037
487794.16590654635,3474443.380013448,21.130759832421877
487894.1293074815,3474446.0851582265,21.104968379910716
487994.09270841675,3474448.790303005,21.07917692739956
488094.0561093519,3474451.4954477833,21.053385474888398
487194.6834333196,3474425.320132964,20.40375564793476
487294.64596663916,3474428.057265928,20.409711295869517
487394.60849995876,3474430.7943988917,20.415666943804275
487494.5710332783,3474433.531531856,20.421622591739037
487594.5335665979,3474436.2686648197,20.427578239673796
487694.4960999175,3474439.005797784,20.433533887608554
487794.45863323705,3474441.7429307476,20.439489535543313
487894.42116655665,3474444.4800637118,20.44544518347807
487994.38369987626,3474447.2171966755,20.45140083141283
488094.3462331958,3474449.954329639,20.45735647934759
487195.9717024044,3474417.830107189,20.273859980623644
487295.91400480876,3474421.226214377,20.22241996124729
487395.85630721314,3474424.622321566,20.170979941870936
487495.7986096175,3474428.0184287545,20.11953992249458
487595.7409120219,3474431.4145359434,20.068099903118227
487695.6832144262,3474434.810643132,20.016659883741873
487795.6255168306,3474438.2067503207,19.96521986436552
487895.567819235,3474441.6028575096,19.913779844989165
487995.51012163935,3474444.998964698,19.86233982561281
488095.45242404373,3474448.395071887,19.810899806236456
487196.58607583184,3474414.231103785,20.42162688173137
487296.5180516637,3474417.9182075695,20.347653763462745
487396.45002749556,3474421.605311354,20.273680645194116
487496.3820033274,3474425.292415139,20.199707526925486
487596.3139791593,3474428.979518924,20.12573440865686
487696.24595499114,3474432.6666227086,20.05176129038823
487796.177930823,3474436.353726493,19.977788172119602
487896.1099066548,3474440.040830278,19.903815053850977
487996.04188248666,3474443.7279340625,19.829841935582348
488095.9738583185,3474447.415037847,19.75586881731372
487197.15111514955,3474410.9045095886,20.224986282922355
487297.07343029906,3474414.8450191766,20.167372565844715
487396.9957454486,3474418.785528765,20.109758848767072
487496.91806059814,3474422.726038353,20.052145131689432
487596.8403757477,3474426.6665479415,19.99453141461179
487696.7626908972,3474430.6070575295,19.93691769753415
487796.6850060468,3474434.547567118,19.879303980456505
487896.60732119635,3474438.488076706,19.821690263378866
487996.52963634586,3474442.4285862944,19.764076546301222
488096.45195149543,3474446.3690958824,19.706462829223582
487197.8613070196,3474406.768472455,19.944543164648433
487297.7677140392,3474411.09394491,19.933386329296862
487397.6741210588,3474415.419417365,19.922229493945295
487497.5805280784,3474419.74488982,19.911072658593724
487597.486935098,3474424.0703622755,19.899915823242157
487697.3933421176,3474428.3958347305,19.88875898789059
487797.2997491372,3474432.7213071855,19.87760215253902
487897.2061561568,3474437.0467796405,19.866445317187452
487997.1125631764,3474441.3722520955,19.855288481835885
488097.018970196,3474445.6977245505,19.844131646484314
487198.8415792096,3474400.9168431885,19.93141640736374
487298.7320584192,3474405.5956863775,19.907132814727486
487398.6225376288,3474410.274529566,19.882849222091227
487498.5130168384,3474414.9533727546,19.85856562945497
487598.403496048,3474419.632215943,19.834282036818713
487698.2939752576,3474424.311059132,19.809998444182455
487798.1844544672,3474428.989902321,19.785714851546196
487898.0749336768,3474433.6687455093,19.76143125890994
487997.96541288635,3474438.347588698,19.737147666273682
488097.85589209595,3474443.026431887,19.712864073637427
487200.3533155961,3474392.0179054164,19.949869705936543
487300.2057311923,3474397.448810833,19.930739411873088
487400.05814678845,3474402.8797162496,19.91160911780963
487499.91056238464,3474408.3106216663,19.892478823746174
487599.7629779808,3474413.741527083,19.873348529682715
487699.6153935769,3474419.1724324995,19.85421823561926
487799.4678091731,3474424.603337916,19.835087941555802
487899.32022476924,3474430.0342433327,19.815957647492347
487999.1726403654,3474435.4651487493,19.79682735342889
488099.02505596157,3474440.896054166,19.777697059365433
487200.98897688836,3474388.12137149,20.00646420496444
487300.83615377673,3474393.64774298,19.98442840992888
487400.6833306651,3474399.17411447,19.96239261489332
487500.5305075535,3474404.7004859596,19.940356819857765
487600.37768444186,3474410.22685745,19.918321024822205
487700.22486133024,3474415.7532289396,19.896285229786645
487800.0720382186,3474421.2796004293,19.874249434751086
487899.91921510705,3474426.8059719196,19.852213639715526
487999.7663919954,3474432.3323434093,19.830177844679966
488099.6135688838,3474437.858714899,19.808142049644406
487201.2431097636,3474386.584530412,20.45528973689666
487301.08621952723,3474392.1820608242,20.31007947379332
487400.9293292908,3474397.7795912363,20.164869210689982
487500.77243905445,3474403.3771216483,20.01965894758664
487600.615548818,3474408.9746520603,19.8744486844833
487700.4586585816,3474414.5721824723,19.72923842137996
487800.30176834523,3474420.1697128844,19.584028158276624
487900.1448781088,3474425.7672432964,19.438817895173283
487999.9879878724,3474431.3647737084,19.293607632069943
488099.831097636,3474436.9623041204,19.148397368966602
487201.97415623727,3474382.1617247956,20.45916971690544
487301.8057124745,3474387.961449591,20.305639433810878
487401.63726871175,3474393.761174387,20.15210915071632
487501.468824949,3474399.560899182,19.99857886762176
487601.3003811862,3474405.3606239776,19.8450485845272
487701.13193742343,3474411.160348773,19.691518301432637
487800.9634936607,3474416.9600735684,19.53798801833808
487900.7950498979,3474422.7597983642,19.38445773524352
488000.62660613516,3474428.5595231596,19.230927452148958
488100.4581623724,3474434.359247955,19.077397169054397
487202.4724809757,3474379.18172723,19.757622811172624
487302.2926619514,3474385.17545446,19.675745622345246
487402.11284292705,3474391.16918169,19.593868433517873
487501.93302390276,3474397.16290892,19.511991244690496
487601.7532048784,3474403.15663615,19.43011405586312
487701.57338585414,3474409.15036338,19.34823686703574
487801.3935668298,3474415.1440906106,19.266359678208364
487901.21374780545,3474421.1378178406,19.18448248938099
488001.03392878117,3474427.1315450706,19.102605300553613
488100.8541097568,3474433.1252723006,19.020728111726235
487203.30107764306,3474374.2331710765,19.68584176583255
487303.10005528614,3474380.570342153,19.6200835316651
487402.8990329292,3474386.907513229,19.554325297497652
487502.6980105723,3474393.2446843055,19.4885670633302
487602.49698821537,3474399.581855382,19.42280882916275
487702.2959658585,3474405.919026458,19.3570505949953
487802.0949435016,3474412.256197534,19.291292360827853
487901.89392114466,3474418.5933686104,19.225534126660403
488001.69289878773,3474424.9305396867,19.159775892492952
488101.4918764308,3474431.267710763,19.0940176583255
487204.0027014615,3474369.89466092,19.616997246725518
487303.7984029229,3474376.28332184,19.562394493451038
487403.5941043844,3474382.67198276,19.507791740176554
487503.3898058459,3474389.0606436804,19.45318898690207
487603.18550730735,3474395.4493046002,19.39858623362759
487702.98120876885,3474401.8379655206,19.343983480353106
487802.77691023034,3474408.2266264404,19.289380727078623
487902.5726116918,3474414.6152873603,19.234777973804142
488002.3683131533,3474421.0039482806,19.18017522052966
488102.16401461477,3474427.3926092004,19.125572467255175
487204.5959351828,3474366.3283036635,19.548311443383536
487304.37747036567,3474372.9336073273,19.425022886767074
487404.1590055485,3474379.5389109906,19.30173433015061
487503.94054073136,3474386.144214654,19.178445773534143
487603.7220759142,3474392.749518317,19.055157216917678
487703.50361109705,3474399.354821981,18.931868660301216
487803.2851462799,3474405.960125644,18.80858010368475
487903.06668146275,3474412.5654293075,18.685291547068285
488002.8482166456,3474419.170732971,18.562002990451823
